,종목코드,회사명,업종
2135,317330,덕산테코피아,기타 화학제품 제조업
2136,317400,자이에스앤디,부동산 임대 및 공급업
2137,317530,캐리소프트,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2138,317770,슈프리마아이디,전자부품 제조업
2139,317830,에스피시스템스,특수 목적용 기계 제조업
2140,317850,대모,특수 목적용 기계 제조업
2141,317870,엔바이오니아,그외 기타 제품 제조업
2142,318000,한국바이오젠,합성고무 및 플라스틱 물질 제조업
2143,318010,팜스빌,기타 식품 제조업
2144,318410,비비씨,그외 기타 제품 제조업
2145,319400,엔에이치스팩14호,금융 지원 서비스업
2146,319660,피에스케이,특수 목적용 기계 제조업
2147,320000,윈텍,특수 목적용 기계 제조업
2148,321260,유진스팩4호,금융 지원 서비스업
2149,321550,티움바이오,자연과학 및 공학 연구개발업
2150,322000,현대에너지솔루션,반도체 제조업
2151,322180,티라유텍,소프트웨어 개발 및 공급업
2152,322510,제이엘케이,소프트웨어 개발 및 공급업
2153,322780,DB금융스팩7호,금융 지원 서비스업
2154,323210,이베스트이안스팩1호,금융 지원 서비스업
2155,323230,신한제5호스팩,금융 지원 서비스업
2156,323280,신영스팩5호,금융 지원 서비스업
2157,323940,케이비제18호스팩,금융 지원 서비스업
2158,323990,박셀바이오,자연과학 및 공학 연구개발업
2159,326030,SK바이오팜,자연과학 및 공학 연구개발업
2160,327260,메탈라이프,전자부품 제조업
2161,328380,미래에셋대우스팩3호,금융 지원 서비스업
2162,329560,상상인이안제2호스팩,금융 지원 서비스업
2163,330350,위더스제약,의약품 제조업
2164,330590,롯데리츠,부동산 임대 및 공급업
2165,330990,케이비제19호스팩,금융 지원 서비스업
2166,331380,유진스팩5호,금융 지원 서비스업
2167,331520,교보9호스팩,금융 지원 서비스업
2168,331920,셀레믹스,기초 의약물질 및 생물학적 제제 제조업
2169,332290,대신밸런스제7호스팩,금융 지원 서비스업
2170,332370,아이디피,컴퓨터 및 주변장치 제조업
2171,332570,와이팜,전자부품 제조업
2172,332710,하나금융14호스팩,금융 지원 서비스업
2173,333050,신한제6호스팩,금융 지원 서비스업
2174,333430,미래에셋대우스팩4호,금융 지원 서비스업
2175,334890,이지스밸류리츠,부동산 임대 및 공급업
2176,335870,IBKS제12호스팩,금융 지원 서비스업
2177,335890,IBKS제11호스팩,금융 지원 서비스업
2178,336060,유안타제5호스팩,금융 지원 서비스업
2179,336260,두산퓨얼셀,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2180,336370,두산솔루스,전자부품 제조업
2181,336570,대신밸런스제8호스팩,금융 지원 서비스업
2182,337450,SK5호스팩,금융 지원 서비스업
2183,337930,브랜드엑스코퍼레이션,기타 정보 서비스업
2184,338100,NH프라임리츠,부동산 임대 및 공급업
2185,339950,아이비김영,일반 교습 학원
2186,340120,하이제5호스팩,금융 지원 서비스업
2187,340350,SK6호스팩,금융 지원 서비스업
2188,340360,유안타제6호스팩,금융 지원 서비스업
2189,340440,한화플러스제1호스팩,금융 지원 서비스업
2190,341160,하나금융15호스팩,금융 지원 서비스업
2191,342550,케이비제20호스팩,금융 지원 서비스업
2192,343510,하나금융16호스팩,금융 지원 서비스업
2193,344050,신영스팩6호,금융 지원 서비스업
2194,344820,케이씨씨글라스,유리 및 유리제품 제조업
2195,347140,케이프이에스제4호,기타 금융업
2196,347740,피엔케이피부임상연구센타,"그외 기타 전문, 과학 및 기술 서비스업"
2197,347770,핌스,전자부품 제조업
2198,347890,엠투아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
2199,348210,넥스틴,특수 목적용 기계 제조업
2200,348950,제이알글로벌리츠,부동산 임대 및 공급업
2201,349720,이베스트스팩5호,금융 지원 서비스업
2202,350520,이지스레지던스리츠,부동산 임대 및 공급업
2203,351320,IBKS제14호스팩,기타 금융업
2204,351340,IBKS제13호스팩,금융 지원 서비스업
2205,352820,빅히트,오디오물 출판 및 원판 녹음업
2206,353070,에이치엠씨제4호스팩,금융 지원 서비스업
2207,353190,엔에이치스팩16호,금융 지원 서비스업
2208,353200,대덕전자,전자부품 제조업
2209,353490,미래에셋대우스팩 5호,금융 지원 서비스업
2210,353810,이지바이오,동물용 사료 및 조제식품 제조업
2211,355150,교보10호스팩,기타 금융업
2212,357120,코람코에너지리츠,부동산 임대 및 공급업
2213,357250,미래에셋맵스리츠,부동산 임대 및 공급업
2214,357780,솔브레인,기타 화학제품 제조업
2215,359090,엔에이치스팩17호,금융 지원 서비스업
2216,363280,티와이홀딩스,기타 금융업
2217,900070,글로벌에스엠,기타 금융업
2218,900080,에스앤씨엔진그룹,기타 금융업
2219,900100,뉴프라이드,자동차 부품 및 내장품 판매업
2220,900110,이스트아시아홀딩스,기타 금융업
2221,900120,씨케이에이치,기타 금융업
2222,900140,엘브이엠씨홀딩스,자동차 판매업
2223,900250,크리스탈신소재,기타 금융업
2224,900260,로스웰,기타 금융업
2225,900270,헝셩그룹,기타 금융업
2226,900280,골든센츄리,기타 금융업
2227,900290,GRT,기타 금융업
2228,900300,오가닉티코스메틱,기타 금융업
2229,900310,컬러레이,기타 금융업
2230,900340,윙입푸드,기타 금융업
2231,950110,SBI핀테크솔루션즈,소프트웨어 개발 및 공급업
2232,950130,엑세스바이오,의료용품 및 기타 의약 관련제품 제조업
2233,950140,잉글우드랩,기타 화학제품 제조업
2234,950160,코오롱티슈진,기초 의약물질 및 생물학적 제제 제조업
2235,950170,JTC,종합 소매업
2236,950180,SNK,소프트웨어 개발 및 공급업
2237,950190,미투젠,소프트웨어 개발 및 공급업
2238,950200,소마젠(Reg.S),"그외 기타 전문, 과학 및 기술 서비스업"
